,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
98,1,2012.0,2.0,114.0,predictive solutions,Real Estate,service,Nexus Venture Partners,31.0,-1.0,0.0,7/1/2011,5/1/2013,6379489.0,India,Asia,1.0,0.0,2,0,2,69.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Product,0.0,Both,0.0,Structured,0.0,Platform,local,Non-Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Online,B2C,1.0,3.0,0.0,2.0,Masters,21.0,Computers,1.0,1.0,None,500.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,21.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0,0.0,No,No,Low,2518863.0,0.0,1.0,0.0,2.0,1.0,0.0,18.0,0.55,Not Applicable,24.0,24.0,Peak,2 to 5,2.9411764710000003,0.0,41.17647059,0.0,0.0,0.0,2.9411764710000003,0.0,0.0,2.9411764710000003,0.0,0.0,0.0,0.0,4.0
99,1,2012.0,2.0,220.0,predictive solutions,E-Commerce,service,500 Startups|Karamveer Singh|Dinesh Tejwani,6.0,0.0,0.0,1/1/2012,5/14/2013,6379489.0,India,Asia,3.0,0.0,2,0,4,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,Product,0.0,Both,1.0,Structured,0.0,Platform,local,Non-Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Online,B2C,1.0,2.0,1.0,2.0,Masters,21.0,Business,1.0,1.0,None,500.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,19.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,No,No,Low,19728.0,1.0,1.0,1.0,3.0,1.0,0.0,6.0,6.0,Not Applicable,17.0,17.0,Peak,2 to 5,16.66666667,0.0,0.0,41.66666667,8.333333332999999,0.0,8.333333332999999,8.333333332999999,0.0,16.66666667,0.0,0.0,0.0,0.0,2.0
100,1,2012.0,2.0,114.0,predictive solutions,E-Commerce,service,500 Startups|Karamveer Singh|Dinesh Tejwani,31.0,-1.0,0.0,1/1/2012,5/14/2013,6379489.0,India,Asia,4.0,3.0,2,0,4,11.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,Product,0.0,no,0.0,not applicable,1.0,Platform,local,Linear,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Online,B2C,1.0,3.0,1.0,2.0,Masters,21.0,Finance,1.0,1.0,Tier_1,500.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,19.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1,0.0,No,No,Low,2518863.0,0.0,1.0,0.0,4.0,3.0,1.0,11.0,1.0,Not Applicable,16.0,3.066666667,Peak,2 to 5,10.63348416,0.0,0.0,3.8461538460000004,7.692307692000001,3.8461538460000004,20.36199095,0.0,0.0,25.33936652,2.9411764710000003,3.8461538460000004,14.70588235,6.787330317,0.0
101,1,2012.0,2.0,-2.0,Dashboard,Analytics,analytics,Philippe Debever,6.0,0.0,0.0,6/1/2012,6/15/2012,125000.0,Belgium,Europe,0.0,1.0,3,0,3,5.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,Product,1.0,Both,1.0,Unstructured,0.0,Platform,global,Non-Linear,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Online,B2C,1.0,1.0,0.0,2.0,Masters,20.0,Finance,0.0,0.0,None,223.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,25.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,No,No,Low,1983752.0,1.0,1.0,0.0,3.0,2.0,0.0,5.0,0.125,Not Applicable,1.0,1.0,Peak,2 to 5,2.222222222,2.222222222,17.77777778,2.222222222,0.0,4.444444444,0.0,2.222222222,0.0,2.222222222,0.0,0.0,0.0,0.0,0.0
102,1,2010.0,4.0,-34.0,Dashboard,Analytics,security,Aleph,16.0,7.0,0.0,1/1/2010,11/7/2013,5000000.0,Switzerland,Europe,0.0,1.0,2,0,4,50.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Product,0.0,Both,0.0,Both,0.0,Platform,global,Linear,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Online,B2B,1.0,3.0,0.0,2.0,Bachelors,18.0,Computers,1.0,1.0,Tier_2,500.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1,1.0,No,No,Low,10080538.0,1.0,1.0,0.0,4.0,3.0,0.0,16.6,5.0,Not Applicable,47.0,47.0,Peak,2 to 5,7.692307692000001,3.8461538460000004,13.84615385,0.0,7.692307692000001,3.8461538460000004,3.8461538460000004,10.0,7.692307692000001,41.53846154,0.0,0.0,0.0,0.0,0.0
103,1,2009.0,5.0,-26.0,Specialists in Internet TV,Analytics,service,Aleph,31.0,-1.0,0.0,9/17/2009,9/1/2009,50000.0,United Kingdom,Europe,1.0,0.0,1,0,1,50.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Service,1.0,Both,1.0,Structured,1.0,Platform,global,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Offline,B2B,1.0,1.0,1.0,2.0,Masters,21.0,Media,1.0,1.0,Tier_1,500.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1,0.0,No,No,Low,2518863.0,1.0,1.0,0.0,3.0,2.0,3.0,12.5,0.05,Not Applicable,1.0,1.0,Trough,2 to 5,5.555555556,16.66666667,5.555555556,22.22222222,0.0,11.11111111,22.22222222,0.0,5.555555556,11.11111111,0.0,0.0,0.0,0.0,1.0
104,1,2009.0,5.0,265.0,SaaS Marketing Analytics,Analytics|Marketing,service,Northstar Ventures,13.0,8.0,0.0,11/5/2009,9/8/2012,500000.0,United Kingdom,Europe,2.0,1.0,0,1,7,10.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,Service,1.0,Both,1.0,Structured,1.0,Cloud,global,Non-Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,2.0,Masters,21.0,MBA,0.0,0.0,Tier_1,500.0,1.0,0.0,0.0,0.0,2.0,196.0,2.0,16.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,Yes,No,Low,302399.0,0.0,0.0,0.0,2.0,1.0,15.0,2.5,0.5,Not Applicable,4.0,10.24444444,Trough,2 to 5,15.38461538,0.0,38.46153846,7.692307692000001,0.0,15.38461538,15.38461538,0.0,0.0,7.692307692000001,0.0,0.0,0.0,0.0,5.0
105,1,2012.0,2.0,-2.0,Real-time discounts platform,Mobile|Advertising|Social Networking|Marketing|E-Commerce|Analytics|Enterprise Software,marketing,James Regan|Matt Hagger,31.0,-1.0,0.0,4/20/2012,9/1/2012,50000.0,United Kingdom,Europe,3.0,0.0,1,0,2,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Service,1.0,no,0.0,not applicable,1.0,Cloud,global,Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Online,B2B,1.0,2.0,0.0,2.0,Bachelors,18.0,Law,0.0,1.0,None,175.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,No,No,Low,117309.0,1.0,0.0,0.0,3.0,2.0,5.0,10.0,0.05,Not Applicable,6.0,6.0,Trough,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1,2008.0,6.0,98.0,Food Label Data Analysis,Network / Hosting / Infrastructure|Food & Beverages|Analytics,operation,Capital Innovators|Cultivation Capital,12.0,9.0,0.0,1/1/2008,4/5/2013,100000.0,United States,North America,3.0,0.0,3,2,5,20.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Service,1.0,Private,1.0,Structured,0.0,Cloud,Global,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Online,B2B,1.0,2.0,1.0,2.0,Bachelors,18.0,Nutrition and Sociology ,1.0,1.0,None,500.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,48.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,No,No,Low,915558.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,0.1,Yes,40.0,2.566666667,Peak,2 to 5,6.699346405,5.555555556,16.11111111,12.58169935,7.516339868999999,9.444444444,7.843137255,9.444444444,6.699346405,15.32679739,0.0,2.777777778,0.0,0.0,3.0
107,1,2011.0,3.0,338.0,Analytics for sales decisions.,Analytics|E-Commerce|Marketing,"Marketing, Sales",Eric Kwan|Google Ventures|Kenny Van Zant|Franklyn Chien|Ryan Merket|Bobby Goodlatte|Yishan Wong|Brian McClendon|Charles River Ventures|Greylock Partners|New Enterprise Associates|Y Combinator|Gabor Cselle|George Zachary|Jim Young|Alison Rosenthal|Data Collective,12.0,9.0,0.0,1/1/2011,12/19/2013,175000.0,United States,North America,22.0,0.0,2,0,2,10.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,Service,1.0,Private,0.0,Both,0.0,Cloud,Global,Linear,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,3.0,Masters,21.0,Business management,1.0,1.0,Tier_2,500.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,19.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,No,No,Low,431282.0,1.0,0.0,1.0,2.0,1.0,0.0,3.333333333,0.175,Not Applicable,6.0,6.483333332999999,Trough,2 to 5,20.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
108,1,2010.0,4.0,-46.0,Analytics for sales decisions.,Retail,Marketing,Great Oaks Venture Capital,31.0,-1.0,0.0,1/1/2011,12/19/2013,6379489.0,United States,North America,1.0,0.0,1,0,3,10.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Product,0.0,Public,1.0,Structured,1.0,Cloud,Global,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,0.0,3.0,1.0,3.0,Masters,21.0,Physocology & Human behavior,1.0,1.0,None,469.0,3.0,0.0,0.0,0.0,1.0,21.0,0.0,25.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,No,No,Low,1370603.0,1.0,1.0,0.0,5.0,3.0,0.0,2.0,0.81,Not Applicable,12.0,1.242857143,Slope,2 to 5,11.76470588,0.0,29.41176471,29.41176471,0.0,0.0,17.64705882,5.882352941000001,5.882352941000001,0.0,0.0,0.0,0.0,0.0,7.0
109,1,2010.0,4.0,16.0,A market research technology firm.,Market Research,Research,Great Oaks Venture Capital,4.0,-1.0,0.0,4/1/2010,7/16/2010,6379489.0,United States,North America,1.0,0.0,0,0,3,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Service,0.0,Public,1.0,Both,0.0,Cloud,Local,Non-Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,2.0,Masters,21.0,Theatre and Music,1.0,1.0,Tier_1,500.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,No,No,Low,12799600.0,1.0,1.0,0.0,3.0,2.0,0.0,12.0,6.0,Not Applicable,2.0,2.0,Slope,2 to 5,16.66666667,5.555555556,0.0,38.88888889,5.555555556,16.66666667,11.11111111,0.0,5.555555556,0.0,0.0,0.0,0.0,0.0,0.0
110,1,2010.0,4.0,361.0,Business Dashboards,Analytics,"operations, sales, marketing",Jerry Yang|Paul Buchheit|SV Angel|Y Combinator,8.0,0.0,0.0,8/1/2010,11/17/2010,500000.0,United States,North America,3.0,0.0,2,1,5,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Both,1.0,Private,1.0,Structured,0.0,Platform,Local,Non-Linear,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Online,B2B,1.0,2.0,1.0,2.0,Bachelors,18.0,Electrical Engineering ,1.0,1.0,Tier_1,500.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0.0,No,No,High,91162.0,0.0,1.0,0.0,3.0,2.0,5.0,2.0,0.5,Not Applicable,4.0,4.0,Slope,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1,2012.0,2.0,98.0,Business Dashboards,Analytics,operations,Intertrust Technologies|Fredrik Astrup|Lars Erik Baustad|Marek Kiisa|Ivar Siimar,17.0,-1.0,0.0,2/1/2012,10/17/2012,6379489.0,United States,North America,5.0,0.0,3,4,4,14.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,Both,0.0,Public,0.0,Both,0.0,Cloud,Global,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,3.0,Masters,21.0,Mechatronics,1.0,1.0,Tier_2,500.0,3.0,0.0,0.0,0.0,3.0,28.0,0.0,57.5,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,No,No,Low,1752170.0,1.0,1.0,0.0,4.0,3.0,0.0,7.0,6.0,Not Applicable,6.0,6.0,Trough,2 to 5,8.088235294,6.25,21.69117647,3.921568627,6.25,6.004901961,4.166666667,4.044117647,6.25,0.0,0.0,0.0,0.0,0.0,6.0
112,1,2010.0,4.0,114.0,Business Dashboards,Analytics,research,Intertrust Technologies|Fredrik Astrup|Lars Erik Baustad|Marek Kiisa|Ivar Siimar,31.0,-1.0,0.0,2/1/2012,10/17/2012,6379489.0,United States,North America,4.0,0.0,0,0,3,15.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,Product,1.0,Both,1.0,Both,0.0,Platform,Local,Non-Linear,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Online,B2B,0.0,3.0,1.0,2.0,Masters,21.0,Management,1.0,1.0,Tier_2,469.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,23.5,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,No,No,Low,544030.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,Not Applicable,12.0,12.0,Trigger,2 to 5,5.555555556,0.0,5.555555556,5.555555556,5.555555556,16.66666667,11.11111111,5.555555556,5.555555556,0.0,0.0,0.0,27.77777778,11.11111111,0.0
113,1,2012.0,2.0,161.0,Business Dashboards,Retail|Mobile,Marketing & Sales,TiE Angels|Hub Angels Investment Group|Jit Saxena|Rob Soni|John Simon|Gaugarin Oliver|Prakash Khot|LaunchCapital,21.0,5.0,0.0,1/1/2012,11/19/2012,1100000.0,United States,North America,8.0,0.0,0,0,4,50.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,Product,1.0,Public,1.0,Both,0.0,Platform,Local,Non-Linear,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Online,B2B,2.0,2.0,1.0,3.0,Masters,21.0,Entrepreneurship & Innovation ,1.0,1.0,Tier_1,500.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,25.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,No,No,Low,6864799.0,1.0,1.0,0.0,3.0,2.0,0.0,12.0,1.1,Not Applicable,10.0,10.0,Trigger,5 to 10,11.76470588,0.0,5.882352941000001,0.0,5.882352941000001,5.882352941000001,47.05882353,0.0,5.882352941000001,5.882352941000001,0.0,5.882352941000001,0.0,5.882352941000001,4.0
114,1,2009.0,5.0,230.0,Business Dashboards,Mobile|Marketing,Marketing & Sales,Chris DeVore|Tom Peterson|Aaron Bird|Founder's Co-op|Social Leverage|TechStars|Techstars|Howard Lindzon,8.0,0.0,0.0,1/1/2009,12/20/2012,650000.0,United States,North America,6.0,0.0,1,2,4,11.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,Both,1.0,Public,1.0,Both,0.0,Platform,Global,Non-Linear,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Both,B2B,2.0,2.0,1.0,1.0,Bachelors,18.0,Computer Science,1.0,1.0,Tier_1,500.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,16.5,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1,0.0,No,No,Low,64262.0,1.0,1.0,1.0,3.0,2.0,0.0,2.75,0.65,Not Applicable,1.0,12.0,Trigger,5 to 10,6.25,0.0,81.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0
115,1,2013.0,1.0,114.0,Business Dashboards,Mobile|Marketing,operations,Chris DeVore|Tom Peterson|Aaron Bird|Founder's Co-op|Social Leverage|TechStars|Techstars|Howard Lindzon,31.0,-1.0,0.0,1/1/2009,12/20/2012,6379489.0,United States,North America,1.0,0.0,0,0,3,10.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,Product,1.0,Public,1.0,Both,1.0,Platform,Global,Non-Linear,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,1.0,2.0,1.0,1.0,Bachelors,18.0,Economics,0.0,1.0,None,469.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,No,Yes,Low,1058457.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.375,Not Applicable,5.0,6.0,Peak,5 to 10,0.0,0.0,28.57142857,0.0,0.0,71.42857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1,2011.0,3.0,528.0,Customer Experience Platform,Analytics|Marketing,"Marketing, Technology, Finance & Accounting, Customer service",Friends and Family|Jeremie Berrebi,12.0,0.0,0.0,12/1/2011,11/10/2013,750000.0,United States,North America,3.0,0.0,0,4,4,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Product,1.0,Both,1.0,Both,1.0,Platform,Local,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Online,B2B,0.0,3.0,1.0,3.0,Masters,21.0,"Marketing, Logistics & Distribution",1.0,1.0,None,500.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,14.5,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0.0,No,Yes,Low,194733.0,1.0,1.0,0.0,4.0,3.0,0.0,4.0,0.75,Not Applicable,24.0,6.0,Trough,2 to 5,0.0,0.0,9.090909091,36.36363636,0.0,9.090909091,27.27272727,9.090909091,0.0,9.090909091,0.0,0.0,0.0,0.0,5.0
117,1,2009.0,5.0,512.0,New Generation of NoSQL,Network / Hosting / Infrastructure,operation,SV Angel|Sutter Hill Ventures|CrunchFund,14.0,-7.0,0.0,1/1/2009,11/12/2013,17000000.0,United States,North America,0.0,0.0,3,0,4,50.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,Service,1.0,Private,0.0,Both,0.0,Platform,Local,Non-Linear,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,2.0,Bachelors,18.0,Accounting,0.0,1.0,Tier_1,500.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,19.5,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0.0,No,No,High,263431.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,17.0,Not Applicable,45.0,11.51666667,Trough,2 to 5,0.0,0.0,38.88888889,0.0,0.0,8.333333332999999,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
118,1,2005.0,9.0,78.0,Cloud computing,Enterprise Software,"Computing, training",RTP Ventures|Almaz Capital|ru-Net Holdings,32.0,7.0,0.0,5/1/2005,7/29/2013,10000000.0,United States,North America,0.0,0.0,2,7,5,10.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,Both,1.0,Private,0.0,Structured,0.0,Cloud,Global,Non-Linear,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,3.0,Bachelors,18.0,Computer Science,1.0,1.0,Tier_2,500.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,No,No,High,709728.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,10.0,Yes,70.0,10.03333333,Peak,5 to 10,2.777777778,11.11111111,77.77777778,0.0,0.0,0.0,8.333333332999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,1,2008.0,6.0,150.0,online real estate broker,Real Estate|Mobile|E-Commerce,marketing,Robert Stewart|Revolution LLC,22.0,0.0,0.0,1/30/2008,8/6/2012,3500000.0,United States,North America,1.0,0.0,2,1,8,18.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,Product,0.0,Public,1.0,Both,0.0,Platform,Local,Non-Linear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2C,2.0,3.0,1.0,2.0,Bachelors,18.0,Marketing,1.0,1.0,Tier_2,500.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0.0,No,No,Low,29452.0,1.0,0.0,0.0,3.0,2.0,5.0,4.0,3.5,Yes,12.0,20.0,Trigger,2 to 5,7.692307692000001,0.0,0.0,3.8461538460000004,0.0,0.0,15.38461538,0.0,7.692307692000001,11.53846154,0.0,0.0,0.0,3.8461538460000004,5.0
120,1,2012.0,2.0,129.0,Video Optimization,Media|Entertainment|Analytics|Network / Hosting / Infrastructure|Publishing,marketing,Nick Rau|Bob Jacobson|Jimmy Barge|Jor Law,16.0,0.0,0.0,7/1/2012,10/4/2013,1700000.0,United States,North America,0.0,0.0,0,0,7,15.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,Product,0.0,Private,1.0,Both,0.0,Platform,Local,Non-Linear,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Online,B2C,1.0,2.0,1.0,1.0,Bachelors,18.0,Entertainment,1.0,1.0,Tier_2,500.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,No,No,Low,297388.0,1.0,0.0,0.0,3.0,2.0,0.0,7.5,1.7,Not Applicable,15.0,15.0,Trigger,2 to 5,0.0,0.0,0.0,69.23076923,0.0,0.0,15.38461538,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,5.0
121,1,2010.0,4.0,-4.0,Video Optimization,E-Commerce|Email|Analytics|Marketing,"Operations, marketing",FirstMark Capital|Foundry Group|First Round Capital|OâReilly AlphaTech Ventures|O'Reilly AlphaTech Ventures,12.0,0.0,0.0,1/1/2010,6/26/2012,7000000.0,United States,North America,1.0,0.0,1,0,4,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Product,0.0,Private,1.0,Structured,0.0,Platform,Local,Non-Linear,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Online,B2B,1.0,3.0,1.0,2.0,Bachelors,18.0,Economics,1.0,1.0,None,469.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,No,No,High,245871.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,7.0,Not Applicable,6.0,9.233333333,Trigger,2 to 5,11.11111111,0.0,0.0,27.77777778,0.0,11.11111111,22.22222222,0.0,11.11111111,16.66666667,0.0,0.0,0.0,0.0,7.0
